fileId,fileUrls from query MOD13Q1--6 2007-10-01..2017-12-31 x-78.4y18.5 x-77.5y17.8[4],size
1956248774,/archive/allData/6/MOD13Q1/2009/113/MOD13Q1.A2009113.h10v07.006.2015189143549.hdf,22680987
1956529493,/archive/allData/6/MOD13Q1/2009/097/MOD13Q1.A2009097.h10v07.006.2015189152621.hdf,22850890
1958641532,/archive/allData/6/MOD13Q1/2009/129/MOD13Q1.A2009129.h10v07.006.2015189212014.hdf,24349233
1959697617,/archive/allData/6/MOD13Q1/2009/145/MOD13Q1.A2009145.h10v07.006.2015190120505.hdf,22762906
1961975521,/archive/allData/6/MOD13Q1/2009/161/MOD13Q1.A2009161.h10v07.006.2015190220040.hdf,23216814
1962881220,/archive/allData/6/MOD13Q1/2009/177/MOD13Q1.A2009177.h10v07.006.2015191094901.hdf,22487271
1966644703,/archive/allData/6/MOD13Q1/2009/193/MOD13Q1.A2009193.h10v07.006.2015192135940.hdf,22390860
1966659091,/archive/allData/6/MOD13Q1/2009/209/MOD13Q1.A2009209.h10v07.006.2015192140848.hdf,22998114
1971596129,/archive/allData/6/MOD13Q1/2009/225/MOD13Q1.A2009225.h10v07.006.2015194144304.hdf,22738663
1971978859,/archive/allData/6/MOD13Q1/2009/241/MOD13Q1.A2009241.h10v07.006.2015194150934.hdf,22282636
1974301315,/archive/allData/6/MOD13Q1/2009/257/MOD13Q1.A2009257.h10v07.006.2015194225033.hdf,22618122
1975440427,/archive/allData/6/MOD13Q1/2009/273/MOD13Q1.A2009273.h10v07.006.2015195125823.hdf,22448849
1978184849,/archive/allData/6/MOD13Q1/2009/289/MOD13Q1.A2009289.h10v07.006.2015195223801.hdf,23091891
1979867221,/archive/allData/6/MOD13Q1/2009/305/MOD13Q1.A2009305.h10v07.006.2015196132052.hdf,24169071
1981802534,/archive/allData/6/MOD13Q1/2009/321/MOD13Q1.A2009321.h10v07.006.2015196202021.hdf,22562011
1982822089,/archive/allData/6/MOD13Q1/2009/337/MOD13Q1.A2009337.h10v07.006.2015197071109.hdf,21808420
1985962781,/archive/allData/6/MOD13Q1/2009/353/MOD13Q1.A2009353.h10v07.006.2015198031403.hdf,21595729
1986649710,/archive/allData/6/MOD13Q1/2010/001/MOD13Q1.A2010001.h10v07.006.2015198102043.hdf,22053782
1989364931,/archive/allData/6/MOD13Q1/2010/017/MOD13Q1.A2010017.h10v07.006.2015198193804.hdf,22103490
1990837087,/archive/allData/6/MOD13Q1/2010/033/MOD13Q1.A2010033.h10v07.006.2015199115301.hdf,21429631
1990955304,/archive/allData/6/MOD13Q1/2010/049/MOD13Q1.A2010049.h10v07.006.2015200022300.hdf,22128055
1998596907,/archive/allData/6/MOD13Q1/2010/065/MOD13Q1.A2010065.h10v07.006.2015206074411.hdf,22654955
1998624303,/archive/allData/6/MOD13Q1/2010/081/MOD13Q1.A2010081.h10v07.006.2015206075618.hdf,22146208
2000569338,/archive/allData/6/MOD13Q1/2010/097/MOD13Q1.A2010097.h10v07.006.2015206224814.hdf,23511606
2003431980,/archive/allData/6/MOD13Q1/2010/113/MOD13Q1.A2010113.h10v07.006.2015207160511.hdf,22602528
2004385211,/archive/allData/6/MOD13Q1/2010/129/MOD13Q1.A2010129.h10v07.006.2015207185319.hdf,23367317
2007614273,/archive/allData/6/MOD13Q1/2010/145/MOD13Q1.A2010145.h10v07.006.2015208140009.hdf,23185946
2008594973,/archive/allData/6/MOD13Q1/2010/161/MOD13Q1.A2010161.h10v07.006.2015208190604.hdf,23991788
2008958053,/archive/allData/6/MOD13Q1/2010/177/MOD13Q1.A2010177.h10v07.006.2015208200725.hdf,23276875
2011498656,/archive/allData/6/MOD13Q1/2010/193/MOD13Q1.A2010193.h10v07.006.2015209100449.hdf,23354985
2012112360,/archive/allData/6/MOD13Q1/2010/209/MOD13Q1.A2010209.h10v07.006.2015209145501.hdf,22293708
2015973696,/archive/allData/6/MOD13Q1/2010/225/MOD13Q1.A2010225.h10v07.006.2015210083953.hdf,23584685
2016171390,/archive/allData/6/MOD13Q1/2010/241/MOD13Q1.A2010241.h10v07.006.2015210102230.hdf,23397375
2019147438,/archive/allData/6/MOD13Q1/2010/257/MOD13Q1.A2010257.h10v07.006.2015211022457.hdf,23518659
2020919808,/archive/allData/6/MOD13Q1/2010/273/MOD13Q1.A2010273.h10v07.006.2015211135758.hdf,23741328
2022186709,/archive/allData/6/MOD13Q1/2010/289/MOD13Q1.A2010289.h10v07.006.2015211225328.hdf,24172468
2027650143,/archive/allData/6/MOD13Q1/2010/305/MOD13Q1.A2010305.h10v07.006.2015213070653.hdf,24405503
2027868549,/archive/allData/6/MOD13Q1/2010/321/MOD13Q1.A2010321.h10v07.006.2015213084024.hdf,24172698
2030279789,/archive/allData/6/MOD13Q1/2010/337/MOD13Q1.A2010337.h10v07.006.2015213170046.hdf,23991806
2037846772,/archive/allData/6/MOD13Q1/2010/353/MOD13Q1.A2010353.h10v07.006.2015216035619.hdf,22601908
2038727983,/archive/allData/6/MOD13Q1/2011/001/MOD13Q1.A2011001.h10v07.006.2015216112647.hdf,22217733
2038958968,/archive/allData/6/MOD13Q1/2011/033/MOD13Q1.A2011033.h10v07.006.2015216131358.hdf,22412876
2038977834,/archive/allData/6/MOD13Q1/2011/049/MOD13Q1.A2011049.h10v07.006.2015216132154.hdf,23201498
2039117200,/archive/allData/6/MOD13Q1/2011/017/MOD13Q1.A2011017.h10v07.006.2015216145246.hdf,21828183
2042017353,/archive/allData/6/MOD13Q1/2011/065/MOD13Q1.A2011065.h10v07.006.2015217063823.hdf,24003336
2043406803,/archive/allData/6/MOD13Q1/2011/081/MOD13Q1.A2011081.h10v07.006.2015217154904.hdf,22285284
2046754053,/archive/allData/6/MOD13Q1/2011/097/MOD13Q1.A2011097.h10v07.006.2015218081825.hdf,23691028
2047018809,/archive/allData/6/MOD13Q1/2011/113/MOD13Q1.A2011113.h10v07.006.2015218103458.hdf,23999731
2052144083,/archive/allData/6/MOD13Q1/2011/129/MOD13Q1.A2011129.h10v07.006.2015219103217.hdf,23488987
2052825674,/archive/allData/6/MOD13Q1/2011/145/MOD13Q1.A2011145.h10v07.006.2015219140004.hdf,23713881
2054344055,/archive/allData/6/MOD13Q1/2011/161/MOD13Q1.A2011161.h10v07.006.2015219192119.hdf,22770147
2057167071,/archive/allData/6/MOD13Q1/2011/177/MOD13Q1.A2011177.h10v07.006.2015220074751.hdf,21932947
2058338697,/archive/allData/6/MOD13Q1/2011/193/MOD13Q1.A2011193.h10v07.006.2015220140414.hdf,21860091
2062377516,/archive/allData/6/MOD13Q1/2011/209/MOD13Q1.A2011209.h10v07.006.2015221074401.hdf,22785957
2062803519,/archive/allData/6/MOD13Q1/2011/225/MOD13Q1.A2011225.h10v07.006.2015221114019.hdf,22502997
2065537838,/archive/allData/6/MOD13Q1/2011/241/MOD13Q1.A2011241.h10v07.006.2015221211007.hdf,23333909
2067392630,/archive/allData/6/MOD13Q1/2011/257/MOD13Q1.A2011257.h10v07.006.2015222090541.hdf,22538549
2067672476,/archive/allData/6/MOD13Q1/2011/273/MOD13Q1.A2011273.h10v07.006.2015222121348.hdf,24417925
2072504429,/archive/allData/6/MOD13Q1/2011/289/MOD13Q1.A2011289.h10v07.006.2015223131230.hdf,23541272
2078435214,/archive/allData/6/MOD13Q1/2011/305/MOD13Q1.A2011305.h10v07.006.2015229102245.hdf,23520276
2078998023,/archive/allData/6/MOD13Q1/2011/321/MOD13Q1.A2011321.h10v07.006.2015229115653.hdf,23492033
2081161747,/archive/allData/6/MOD13Q1/2011/337/MOD13Q1.A2011337.h10v07.006.2015229234053.hdf,24033754
2081327208,/archive/allData/6/MOD13Q1/2011/353/MOD13Q1.A2011353.h10v07.006.2015230013854.hdf,21546285
2088177090,/archive/allData/6/MOD13Q1/2012/001/MOD13Q1.A2012001.h10v07.006.2015236170846.hdf,21976969
2091266244,/archive/allData/6/MOD13Q1/2012/017/MOD13Q1.A2012017.h10v07.006.2015237080327.hdf,22143282
2092785073,/archive/allData/6/MOD13Q1/2012/033/MOD13Q1.A2012033.h10v07.006.2015237195419.hdf,22233700
2095993323,/archive/allData/6/MOD13Q1/2012/049/MOD13Q1.A2012049.h10v07.006.2015238131752.hdf,22596903
2096174727,/archive/allData/6/MOD13Q1/2012/065/MOD13Q1.A2012065.h10v07.006.2015238152336.hdf,23705318
2099199235,/archive/allData/6/MOD13Q1/2012/081/MOD13Q1.A2012081.h10v07.006.2015239225939.hdf,23902939
2104147625,/archive/allData/6/MOD13Q1/2012/097/MOD13Q1.A2012097.h10v07.006.2015240113601.hdf,24417798
2106197575,/archive/allData/6/MOD13Q1/2012/113/MOD13Q1.A2012113.h10v07.006.2015240185603.hdf,24072565
2111675970,/archive/allData/6/MOD13Q1/2012/129/MOD13Q1.A2012129.h10v07.006.2015246095413.hdf,23652675
2111686338,/archive/allData/6/MOD13Q1/2012/145/MOD13Q1.A2012145.h10v07.006.2015246095821.hdf,22671932
2113386006,/archive/allData/6/MOD13Q1/2012/161/MOD13Q1.A2012161.h10v07.006.2015247051059.hdf,22552875
2113665363,/archive/allData/6/MOD13Q1/2012/177/MOD13Q1.A2012177.h10v07.006.2015247081325.hdf,22072939
2115262044,/archive/allData/6/MOD13Q1/2012/193/MOD13Q1.A2012193.h10v07.006.2015247171018.hdf,22698449
2118663821,/archive/allData/6/MOD13Q1/2012/209/MOD13Q1.A2012209.h10v07.006.2015248101726.hdf,22516126
2118957946,/archive/allData/6/MOD13Q1/2012/225/MOD13Q1.A2012225.h10v07.006.2015248124308.hdf,23540996
2123767520,/archive/allData/6/MOD13Q1/2012/241/MOD13Q1.A2012241.h10v07.006.2015249115733.hdf,22410117
2124263706,/archive/allData/6/MOD13Q1/2012/257/MOD13Q1.A2012257.h10v07.006.2015249145128.hdf,22597507
2125627463,/archive/allData/6/MOD13Q1/2012/273/MOD13Q1.A2012273.h10v07.006.2015249215725.hdf,23978087
2131455526,/archive/allData/6/MOD13Q1/2012/289/MOD13Q1.A2012289.h10v07.006.2015251135702.hdf,23544726
2131738318,/archive/allData/6/MOD13Q1/2012/305/MOD13Q1.A2012305.h10v07.006.2015251162115.hdf,23116222
2133776722,/archive/allData/6/MOD13Q1/2012/321/MOD13Q1.A2012321.h10v07.006.2015252195509.hdf,23072432
2134206759,/archive/allData/6/MOD13Q1/2012/337/MOD13Q1.A2012337.h10v07.006.2015252232734.hdf,22244766
2137340979,/archive/allData/6/MOD13Q1/2012/353/MOD13Q1.A2012353.h10v07.006.2015253232713.hdf,22196340
2140062256,/archive/allData/6/MOD13Q1/2013/017/MOD13Q1.A2013017.h10v07.006.2015254143855.hdf,22107456
2140194342,/archive/allData/6/MOD13Q1/2013/001/MOD13Q1.A2013001.h10v07.006.2015254154619.hdf,22209264
2145978511,/archive/allData/6/MOD13Q1/2013/033/MOD13Q1.A2013033.h10v07.006.2015256071148.hdf,22359068
2148029006,/archive/allData/6/MOD13Q1/2013/049/MOD13Q1.A2013049.h10v07.006.2015256171436.hdf,22502025
2148195440,/archive/allData/6/MOD13Q1/2013/065/MOD13Q1.A2013065.h10v07.006.2015256174153.hdf,23144884
2150603700,/archive/allData/6/MOD13Q1/2013/081/MOD13Q1.A2013081.h10v07.006.2015257073237.hdf,23145789
2150835225,/archive/allData/6/MOD13Q1/2013/097/MOD13Q1.A2013097.h10v07.006.2015257100853.hdf,23650274
2157690025,/archive/allData/6/MOD13Q1/2013/113/MOD13Q1.A2013113.h10v07.006.2015260122124.hdf,23605188
2158111632,/archive/allData/6/MOD13Q1/2013/129/MOD13Q1.A2013129.h10v07.006.2015260160620.hdf,23774603
2160372079,/archive/allData/6/MOD13Q1/2013/145/MOD13Q1.A2013145.h10v07.006.2015261183518.hdf,23273140
2164149513,/archive/allData/6/MOD13Q1/2013/161/MOD13Q1.A2013161.h10v07.006.2015262161500.hdf,23081980
2164169351,/archive/allData/6/MOD13Q1/2013/177/MOD13Q1.A2013177.h10v07.006.2015262162520.hdf,22508478
2169121192,/archive/allData/6/MOD13Q1/2013/193/MOD13Q1.A2013193.h10v07.006.2015264061009.hdf,22989636
2174257000,/archive/allData/6/MOD13Q1/2013/209/MOD13Q1.A2013209.h10v07.006.2015267151318.hdf,22110157
2175355801,/archive/allData/6/MOD13Q1/2013/225/MOD13Q1.A2013225.h10v07.006.2015267213430.hdf,22612381
2176616249,/archive/allData/6/MOD13Q1/2013/241/MOD13Q1.A2013241.h10v07.006.2015268073851.hdf,24106583
2176649883,/archive/allData/6/MOD13Q1/2013/257/MOD13Q1.A2013257.h10v07.006.2015268080055.hdf,22265050
2181911401,/archive/allData/6/MOD13Q1/2013/273/MOD13Q1.A2013273.h10v07.006.2015269181929.hdf,22151929
2182385380,/archive/allData/6/MOD13Q1/2013/289/MOD13Q1.A2013289.h10v07.006.2015269222723.hdf,22572110
2184331134,/archive/allData/6/MOD13Q1/2013/305/MOD13Q1.A2013305.h10v07.006.2015270191959.hdf,23473790
2187178695,/archive/allData/6/MOD13Q1/2013/321/MOD13Q1.A2013321.h10v07.006.2015271103516.hdf,22360367
2187475280,/archive/allData/6/MOD13Q1/2013/337/MOD13Q1.A2013337.h10v07.006.2015271131508.hdf,22603706
2189502328,/archive/allData/6/MOD13Q1/2013/353/MOD13Q1.A2013353.h10v07.006.2015272025721.hdf,21816568
2189731084,/archive/allData/6/MOD13Q1/2014/001/MOD13Q1.A2014001.h10v07.006.2015272060926.hdf,21941478
2194143951,/archive/allData/6/MOD13Q1/2014/017/MOD13Q1.A2014017.h10v07.006.2015273232529.hdf,22300481
2198307543,/archive/allData/6/MOD13Q1/2014/049/MOD13Q1.A2014049.h10v07.006.2015274230531.hdf,22334497
2198311859,/archive/allData/6/MOD13Q1/2014/033/MOD13Q1.A2014033.h10v07.006.2015274230702.hdf,22401091
2203464702,/archive/allData/6/MOD13Q1/2014/065/MOD13Q1.A2014065.h10v07.006.2015276172739.hdf,22388480
2203996598,/archive/allData/6/MOD13Q1/2014/081/MOD13Q1.A2014081.h10v07.006.2015276220436.hdf,22866010
2207144324,/archive/allData/6/MOD13Q1/2014/097/MOD13Q1.A2014097.h10v07.006.2015278233512.hdf,22701673
2211735096,/archive/allData/6/MOD13Q1/2014/113/MOD13Q1.A2014113.h10v07.006.2015281100807.hdf,22959271
2211784634,/archive/allData/6/MOD13Q1/2014/129/MOD13Q1.A2014129.h10v07.006.2015281103549.hdf,23458266
2220683730,/archive/allData/6/MOD13Q1/2014/145/MOD13Q1.A2014145.h10v07.006.2015287232923.hdf,23287316
2222670767,/archive/allData/6/MOD13Q1/2014/161/MOD13Q1.A2014161.h10v07.006.2015288070104.hdf,22445988
2222704099,/archive/allData/6/MOD13Q1/2014/177/MOD13Q1.A2014177.h10v07.006.2015288071741.hdf,22938749
2225310708,/archive/allData/6/MOD13Q1/2014/193/MOD13Q1.A2014193.h10v07.006.2015289002543.hdf,23039796
2225636376,/archive/allData/6/MOD13Q1/2014/209/MOD13Q1.A2014209.h10v07.006.2015289031643.hdf,22838963
2226969325,/archive/allData/6/MOD13Q1/2014/225/MOD13Q1.A2014225.h10v07.006.2015289160606.hdf,22903446
2227708122,/archive/allData/6/MOD13Q1/2014/241/MOD13Q1.A2014241.h10v07.006.2015289182822.hdf,22646703
2232765677,/archive/allData/6/MOD13Q1/2014/257/MOD13Q1.A2014257.h10v07.006.2015291062602.hdf,23272897
2233553184,/archive/allData/6/MOD13Q1/2014/273/MOD13Q1.A2014273.h10v07.006.2015291111700.hdf,22433678
2236082239,/archive/allData/6/MOD13Q1/2014/289/MOD13Q1.A2014289.h10v07.006.2015291181559.hdf,23176510
2237699218,/archive/allData/6/MOD13Q1/2014/305/MOD13Q1.A2014305.h10v07.006.2015292062418.hdf,21807841
2237742609,/archive/allData/6/MOD13Q1/2014/321/MOD13Q1.A2014321.h10v07.006.2015292070857.hdf,22632110
2242002118,/archive/allData/6/MOD13Q1/2014/337/MOD13Q1.A2014337.h10v07.006.2015294144557.hdf,23614550
2244948484,/archive/allData/6/MOD13Q1/2014/353/MOD13Q1.A2014353.h10v07.006.2015295000611.hdf,22273276
2246122901,/archive/allData/6/MOD13Q1/2015/001/MOD13Q1.A2015001.h10v07.006.2015295100727.hdf,22544515
2246216678,/archive/allData/6/MOD13Q1/2015/017/MOD13Q1.A2015017.h10v07.006.2015295115712.hdf,22334525
2250705270,/archive/allData/6/MOD13Q1/2015/033/MOD13Q1.A2015033.h10v07.006.2015296122859.hdf,21775606
2251030947,/archive/allData/6/MOD13Q1/2015/049/MOD13Q1.A2015049.h10v07.006.2015296152111.hdf,22647233
2254710392,/archive/allData/6/MOD13Q1/2015/065/MOD13Q1.A2015065.h10v07.006.2015298001353.hdf,22489171
2258243299,/archive/allData/6/MOD13Q1/2015/081/MOD13Q1.A2015081.h10v07.006.2015298180056.hdf,23196597
2259632754,/archive/allData/6/MOD13Q1/2015/097/MOD13Q1.A2015097.h10v07.006.2015298235159.hdf,24405300
2260018420,/archive/allData/6/MOD13Q1/2015/113/MOD13Q1.A2015113.h10v07.006.2015299022037.hdf,22132371
2261017926,/archive/allData/6/MOD13Q1/2015/129/MOD13Q1.A2015129.h10v07.006.2015299145928.hdf,23376133
2264827332,/archive/allData/6/MOD13Q1/2015/145/MOD13Q1.A2015145.h10v07.006.2015300233819.hdf,24093735
2265457087,/archive/allData/6/MOD13Q1/2015/161/MOD13Q1.A2015161.h10v07.006.2015301071903.hdf,23163973
2266602704,/archive/allData/6/MOD13Q1/2015/177/MOD13Q1.A2015177.h10v07.006.2015301214558.hdf,22494550
2270725404,/archive/allData/6/MOD13Q1/2015/193/MOD13Q1.A2015193.h10v07.006.2015304005146.hdf,22688110
2270915822,/archive/allData/6/MOD13Q1/2015/209/MOD13Q1.A2015209.h10v07.006.2015304024448.hdf,22961197
2273918869,/archive/allData/6/MOD13Q1/2015/225/MOD13Q1.A2015225.h10v07.006.2015305194100.hdf,23089006
2274003414,/archive/allData/6/MOD13Q1/2015/241/MOD13Q1.A2015241.h10v07.006.2015305205000.hdf,22488553
2275633880,/archive/allData/6/MOD13Q1/2015/257/MOD13Q1.A2015257.h10v07.006.2015306145638.hdf,22801872
2278548345,/archive/allData/6/MOD13Q1/2015/273/MOD13Q1.A2015273.h10v07.006.2015307052848.hdf,22910331
2291532967,/archive/allData/6/MOD13Q1/2015/289/MOD13Q1.A2015289.h10v07.006.2015317211617.hdf,22631618
2307039411,/archive/allData/6/MOD13Q1/2015/305/MOD13Q1.A2015305.h10v07.006.2015335130932.hdf,23140489
2316112683,/archive/allData/6/MOD13Q1/2015/321/MOD13Q1.A2015321.h10v07.006.2015343135214.hdf,22103954
2347415921,/archive/allData/6/MOD13Q1/2015/337/MOD13Q1.A2015337.h10v07.006.2016004171509.hdf,22318403
2351776964,/archive/allData/6/MOD13Q1/2015/353/MOD13Q1.A2015353.h10v07.006.2016007180144.hdf,22477524
2375894986,/archive/allData/6/MOD13Q1/2016/001/MOD13Q1.A2016001.h10v07.006.2016029064228.hdf,22031671
2382562238,/archive/allData/6/MOD13Q1/2016/017/MOD13Q1.A2016017.h10v07.006.2016035114344.hdf,22258000
2394389004,/archive/allData/6/MOD13Q1/2016/033/MOD13Q1.A2016033.h10v07.006.2016050021615.hdf,22253519
2436839711,/archive/allData/6/MOD13Q1/2016/065/MOD13Q1.A2016065.h10v07.006.2016111112409.hdf,22940629
2436850929,/archive/allData/6/MOD13Q1/2016/081/MOD13Q1.A2016081.h10v07.006.2016111112905.hdf,22989842
2439061054,/archive/allData/6/MOD13Q1/2016/049/MOD13Q1.A2016049.h10v07.006.2016109133239.hdf,20272703
2443998113,/archive/allData/6/MOD13Q1/2016/097/MOD13Q1.A2016097.h10v07.006.2016114035900.hdf,23196738
2454760593,/archive/allData/6/MOD13Q1/2016/113/MOD13Q1.A2016113.h10v07.006.2016130115003.hdf,24081302
2467169093,/archive/allData/6/MOD13Q1/2016/129/MOD13Q1.A2016129.h10v07.006.2016147112806.hdf,23812957
2481287829,/archive/allData/6/MOD13Q1/2016/145/MOD13Q1.A2016145.h10v07.006.2016166143821.hdf,22657094
2493879897,/archive/allData/6/MOD13Q1/2016/161/MOD13Q1.A2016161.h10v07.006.2016183235002.hdf,22946975
2502886356,/archive/allData/6/MOD13Q1/2016/177/MOD13Q1.A2016177.h10v07.006.2016200095928.hdf,22751224
2513348099,/archive/allData/6/MOD13Q1/2016/193/MOD13Q1.A2016193.h10v07.006.2016215085035.hdf,22836920
2523741759,/archive/allData/6/MOD13Q1/2016/209/MOD13Q1.A2016209.h10v07.006.2016229083129.hdf,22566318
2534870177,/archive/allData/6/MOD13Q1/2016/225/MOD13Q1.A2016225.h10v07.006.2016243085233.hdf,22525800
2543674932,/archive/allData/6/MOD13Q1/2016/241/MOD13Q1.A2016241.h10v07.006.2016263150608.hdf,23113666
2547012025,/archive/allData/6/MOD13Q1/2016/257/MOD13Q1.A2016257.h10v07.006.2016274144910.hdf,23556478
2552705831,/archive/allData/6/MOD13Q1/2016/273/MOD13Q1.A2016273.h10v07.006.2016292070321.hdf,24338960
2559357852,/archive/allData/6/MOD13Q1/2016/289/MOD13Q1.A2016289.h10v07.006.2016306034502.hdf,23754830
2569017021,/archive/allData/6/MOD13Q1/2016/305/MOD13Q1.A2016305.h10v07.006.2016322043620.hdf,23928961
2579055794,/archive/allData/6/MOD13Q1/2016/321/MOD13Q1.A2016321.h10v07.006.2016340091737.hdf,23848592
2588841606,/archive/allData/6/MOD13Q1/2016/337/MOD13Q1.A2016337.h10v07.006.2016357041735.hdf,22362182
2599185031,/archive/allData/6/MOD13Q1/2016/353/MOD13Q1.A2016353.h10v07.006.2017010085905.hdf,22000341
2604525092,/archive/allData/6/MOD13Q1/2017/001/MOD13Q1.A2017001.h10v07.006.2017020215637.hdf,22028685
2611171924,/archive/allData/6/MOD13Q1/2017/017/MOD13Q1.A2017017.h10v07.006.2017034073248.hdf,22264192
2620510698,/archive/allData/6/MOD13Q1/2017/033/MOD13Q1.A2017033.h10v07.006.2017052223553.hdf,22965389
2626775825,/archive/allData/6/MOD13Q1/2017/049/MOD13Q1.A2017049.h10v07.006.2017066030846.hdf,22167353
2637359941,/archive/allData/6/MOD13Q1/2017/065/MOD13Q1.A2017065.h10v07.006.2017082121032.hdf,23445875
2644538718,/archive/allData/6/MOD13Q1/2017/081/MOD13Q1.A2017081.h10v07.006.2017111085106.hdf,22920733
2659904360,/archive/allData/6/MOD13Q1/2017/097/MOD13Q1.A2017097.h10v07.006.2017116141850.hdf,23689371
2674924531,/archive/allData/6/MOD13Q1/2017/113/MOD13Q1.A2017113.h10v07.006.2017131092522.hdf,23800323
2691495869,/archive/allData/6/MOD13Q1/2017/129/MOD13Q1.A2017129.h10v07.006.2017145231746.hdf,23508424
2703295155,/archive/allData/6/MOD13Q1/2017/145/MOD13Q1.A2017145.h10v07.006.2017164072203.hdf,22908583
2719279079,/archive/allData/6/MOD13Q1/2017/161/MOD13Q1.A2017161.h10v07.006.2017178080853.hdf,23778662
2732616819,/archive/allData/6/MOD13Q1/2017/177/MOD13Q1.A2017177.h10v07.006.2017194065850.hdf,22898532
2750418981,/archive/allData/6/MOD13Q1/2017/193/MOD13Q1.A2017193.h10v07.006.2017209233505.hdf,22715471
2775280482,/archive/allData/6/MOD13Q1/2017/209/MOD13Q1.A2017209.h10v07.006.2017234112201.hdf,23107639
